,Адрес,Год постройки,Город,Количество жилых помещений,Количество лифтов,"Количество мусоропроводов, ед.",Количество подъездов,Количество этажей,Материал несущих стен,Площадь зем. участка общего имущества м2,Площадь нежилых помещений м2,Площадь парковки м2,Спортивная площадка,Тип мусоропровода
3958,"ул. Энергетиков, д. 11",1972,Кириши,60,не указано,не указано,4,5,Панельные,0.00,0.00,0.00,Не имеется,Отсутствует
3959,"ул. Энергетиков, д. 12",1985,Кириши,90,не указано,не указано,6,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3960,"ул. Энергетиков, д. 13",1971,Кириши,60,не указано,не указано,4,5,Панельные,0.00,0.00,0.00,Не имеется,Отсутствует
3961,"ул. Энергетиков, д. 14",1986,Кириши,60,не указано,не указано,4,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3962,"ул. Энергетиков, д. 16",1985,Кириши,45,не указано,не указано,3,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3963,"ул. Энергетиков, д. 17",1971,Кириши,60,не указано,не указано,4,5,Панельные,0.00,0.00,0.00,Не имеется,Отсутствует
3964,"ул. Энергетиков, д. 18",1986,Кириши,60,не указано,не указано,4,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3965,"ул. Энергетиков, д. 19",1972,Кириши,116,не указано,не указано,2,5,Кирпич,0.00,137.70,0.00,Не имеется,Отсутствует
3966,"ул. Энергетиков, д. 20",1974,Кириши,112,2,не указано,1,5,Кирпич,0.00,122.50,0.00,Не имеется,Отсутствует
3967,"ул. Энергетиков, д. 21",1972,Кириши,116,не указано,не указано,2,5,Кирпич,0.00,128.40,0.00,Не имеется,Отсутствует
3968,"ул. Энергетиков, д. 22",1974,Кириши,78,не указано,не указано,4,5,Кирпич,0.00,154.71,0.00,Не имеется,Отсутствует
3969,"ул. Энергетиков, д. 23",1986,Кириши,102,не указано,не указано,7,5,Панельные,0.00,100.20,0.00,Не имеется,На лестничной клетке
3970,"ул. Энергетиков, д. 24",1995,Кириши,40,не указано,не указано,2,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3971,"ул. Энергетиков, д. 25",1987,Кириши,60,не указано,не указано,4,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3972,"ул. Энергетиков, д. 27",1993,Кириши,72,2,не указано,2,9,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3973,"ул. Энергетиков, д. 30",1993,Кириши,108,не указано,не указано,3,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3974,"ул. Энергетиков, д. 32",1992,Кириши,71,не указано,не указано,3,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3975,"ул. Энергетиков, д. 34",1993,Кириши,40,не указано,не указано,2,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3976,"ул. Энергетиков, д. 36",1993,Кириши,40,не указано,не указано,2,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3977,"ул. Энергетиков, д. 38",1994,Кириши,20,не указано,не указано,1,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3978,"ул. Энергетиков, д. 40",1994,Кириши,36,1,не указано,1,9,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3979,"ул. Энергетиков, д. 48",1997,Кириши,40,не указано,не указано,2,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3980,"ул. Энергетиков, д. 50",1996,Кириши,40,не указано,не указано,2,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3981,"ул. Энергетиков, д. 52",1995,Кириши,20,не указано,не указано,1,5,Панельные,0.00,0.00,0.00,Есть,На лестничной клетке
3982,"ул. Энергетиков, д. 54",1995,Кириши,60,не указано,не указано,3,5,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3983,"ул. Энергетиков, д. 56",1995,Кириши,20,не указано,не указано,1,5,Панельные,0.00,0.00,0.00,Есть,На лестничной клетке
3984,"ул. Энергетиков, д. 58",2001,Кириши,32,1,не указано,1,9,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3985,"ул. Энергетиков, д. 62",2000,Кириши,36,1,не указано,1,9,Панельные,0.00,0.00,0.00,Не имеется,На лестничной клетке
3986,"ул. Горького, д. 5",1957,Кировск,15,не указано,не указано,2,3,Кирпич,1 127.00,173.70,0.00,Не имеется,Отсутствует
3987,"ул. Горького, д. 7",1958,Кировск,12,не указано,не указано,2,2,Кирпич,1 807.00,0.00,0.00,Не имеется,Отсутствует
3988,"ул. Горького, д. 8",1968,Кировск,60,не указано,не указано,3,5,Панельные,4 393.60,0.00,135.00,Не имеется,Отсутствует
3989,"ул. Горького, д. 10",1976,Кировск,70,не указано,не указано,4,5,Кирпич,2 327.40,0.00,0.00,Не имеется,Отсутствует
3990,"ул. Горького, д. 14",1956,Кировск,12,не указано,не указано,2,2,Кирпич,1 291.20,0.00,0.00,Не имеется,Отсутствует
3991,"ул. Горького, д. 15",1955,Кировск,12,не указано,не указано,2,2,Кирпич,1 958.10,0.00,105.00,Не имеется,Отсутствует
3992,"ул. Горького, д. 17",1955,Кировск,12,не указано,не указано,2,2,Кирпич,1 810.10,0.00,105.00,Не имеется,Отсутствует
3993,"ул. Горького, д. 18",1956,Кировск,12,не указано,не указано,2,2,Кирпич,1 314.40,0.00,0.00,Не имеется,Отсутствует
3994,"ул. Горького, д. 22",1960,Кировск,36,не указано,не указано,3,3,Кирпич,1 973.00,0.00,0.00,Есть,Отсутствует
3995,"ул. Горького, д. 23",1959,Кировск,36,не указано,не указано,3,3,Кирпич,2 062.75,0.00,160.00,Не имеется,Отсутствует
3996,"ул. Десантника Исаева, д. 1",1952,Кировск,1,не указано,не указано,1,1,Кирпич,0.00,0.00,0.00,Не имеется,Отсутствует
3997,"ул. Железнодорожная, д. 1",1951,Кировск,6,не указано,не указано,3,1,Кирпич,1 173.00,0.00,0.00,Не имеется,Отсутствует
3998,"ул. Кирова, д. 4",1951,Кировск,12,не указано,не указано,2,2,Кирпич,1 894.00,0.00,0.00,Не имеется,Отсутствует
3999,"ул. Кирова, д. 6",1951,Кировск,12,не указано,не указано,2,2,Кирпич,2 089.00,0.00,0.00,Не имеется,Отсутствует
4000,"ул. Кирова, д. 10",1951,Кировск,12,не указано,не указано,2,2,Кирпич,1 887.00,0.00,0.00,Не имеется,Отсутствует
4001,"ул. Кирова, д. 12",1951,Кировск,8,не указано,не указано,1,2,Кирпич,1 582.00,0.00,60.00,Не имеется,Отсутствует
4002,"ул. Кирова, д. 13",1952,Кировск,10,не указано,не указано,2,3,Кирпич,1 694.00,215.50,40.00,Не имеется,Отсутствует
4003,"ул. Кирова, д. 14",1952,Кировск,12,не указано,не указано,2,2,Блочные,1 287.00,0.00,0.00,Не имеется,Отсутствует
4004,"ул. Кирова, д. 15",1951,Кировск,12,не указано,не указано,2,2,Кирпич,1 701.00,0.00,40.00,Не имеется,Отсутствует
4005,"ул. Кирова, д. 17",1950,Кировск,12,не указано,не указано,2,2,Смешанные,1 825.00,0.00,0.00,Не имеется,Отсутствует
4006,"ул. Кирова, д. 18",1956,Кировск,18,не указано,не указано,2,3,Кирпич,1 699.00,0.00,0.00,Не имеется,Отсутствует
